"Date";"Close Price";"Signal"
"2015-01-01";276.85;"Hold"
"2015-01-02";267.8;"Hold"
"2015-01-05";271.2;"Hold"
"2015-01-06";268.0;"Hold"
"2015-01-07";278.55;"Hold"
"2015-01-08";295.8;"Hold"
"2015-01-09";296.7;"Hold"
"2015-01-12";300.65;"Hold"
"2015-01-13";308.45;"Hold"
"2015-01-14";307.5;"Hold"
"2015-01-15";315.2;"Hold"
"2015-01-16";319.4;"Hold"
"2015-01-19";308.85;"Hold"
"2015-01-20";309.05;"Hold"
"2015-01-21";300.85;"Hold"
"2015-01-22";300.65;"Hold"
"2015-01-23";306.15;"Hold"
"2015-01-27";308.15;"Hold"
"2015-01-28";312.0;"Hold"
"2015-01-29";310.15;"Buy"
"2015-01-30";308.15;"Hold"
"2015-02-02";286.25;"Hold"
"2015-02-03";285.6;"Hold"
"2015-02-04";294.3;"Hold"
"2015-02-05";293.1;"Hold"
"2015-02-06";292.9;"Hold"
"2015-02-09";294.45;"Hold"
"2015-02-10";294.85;"Hold"
"2015-02-11";301.2;"Hold"
"2015-02-12";304.95;"Hold"
"2015-02-13";307.45;"Hold"
"2015-02-16";302.4;"Hold"
"2015-02-18";301.25;"Hold"
"2015-02-19";294.85;"Hold"
"2015-02-20";295.3;"Hold"
"2015-02-23";289.4;"Hold"
"2015-02-24";269.8;"Sell"
"2015-02-25";271.05;"Hold"
"2015-02-26";270.5;"Hold"
"2015-02-27";281.7;"Hold"
"2015-02-28";277.95;"Hold"
"2015-03-02";271.95;"Hold"
"2015-03-03";293.2;"Hold"
"2015-03-04";288.8;"Hold"
"2015-03-05";291.85;"Hold"
"2015-03-09";286.55;"Hold"
"2015-03-10";294.9;"Hold"
"2015-03-11";285.4;"Hold"
"2015-03-12";289.75;"Hold"
"2015-03-13";277.65;"Hold"
"2015-03-16";274.15;"Hold"
"2015-03-17";283.25;"Hold"
"2015-03-18";278.75;"Hold"
"2015-03-19";273.0;"Hold"
"2015-03-20";268.4;"Hold"
"2015-03-23";266.2;"Hold"
"2015-03-24";259.7;"Hold"
"2015-03-25";259.1;"Hold"
"2015-03-26";266.05;"Hold"
"2015-03-27";271.55;"Hold"
"2015-03-30";266.25;"Hold"
"2015-03-31";263.75;"Hold"
"2015-04-01";255.15;"Hold"
"2015-04-06";252.2;"Hold"
"2015-04-07";255.4;"Hold"
"2015-04-08";251.15;"Hold"
"2015-04-09";250.7;"Hold"
"2015-04-10";256.75;"Hold"
"2015-04-13";255.15;"Hold"
"2015-04-15";251.4;"Hold"
"2015-04-16";244.65;"Hold"
"2015-04-17";244.6;"Hold"
"2015-04-20";233.75;"Hold"
"2015-04-21";237.6;"Hold"
"2015-04-22";237.95;"Hold"
"2015-04-23";232.9;"Hold"
"2015-04-24";232.1;"Hold"
"2015-04-27";228.25;"Hold"
"2015-04-28";227.55;"Hold"
"2015-04-29";237.35;"Hold"
"2015-04-30";235.6;"Hold"
"2015-05-04";249.35;"Hold"
"2015-05-05";240.4;"Hold"
"2015-05-06";226.0;"Hold"
"2015-05-07";216.15;"Hold"
"2015-05-08";220.85;"Hold"
"2015-05-11";227.2;"Hold"
"2015-05-12";222.45;"Hold"
"2015-05-13";219.8;"Hold"
"2015-05-14";224.15;"Hold"
"2015-05-15";221.4;"Hold"
"2015-05-18";224.15;"Hold"
"2015-05-19";222.0;"Hold"
"2015-05-20";220.2;"Hold"
"2015-05-21";229.95;"Hold"
"2015-05-22";227.35;"Hold"
"2015-05-25";230.15;"Hold"
"2015-05-26";234.8;"Hold"
"2015-05-27";235.95;"Hold"
"2015-05-28";236.1;"Hold"
"2015-05-29";237.95;"Hold"
"2015-06-01";236.0;"Hold"
"2015-06-02";225.9;"Hold"
"2015-06-03";221.4;"Hold"
"2015-06-04";226.55;"Hold"
"2015-06-05";223.5;"Hold"
"2015-06-08";219.1;"Hold"
"2015-06-09";218.8;"Hold"
"2015-06-10";224.0;"Hold"
"2015-06-11";226.5;"Hold"
"2015-06-12";225.1;"Hold"
"2015-06-15";228.15;"Hold"
"2015-06-16";228.45;"Hold"
"2015-06-17";231.8;"Hold"
"2015-06-18";231.9;"Hold"
"2015-06-19";239.85;"Hold"
"2015-06-22";244.9;"Hold"
"2015-06-23";242.85;"Hold"
"2015-06-24";240.35;"Hold"
"2015-06-25";238.9;"Buy"
"2015-06-26";245.1;"Hold"
"2015-06-29";241.6;"Hold"
"2015-06-30";243.75;"Hold"
"2015-07-01";245.55;"Hold"
"2015-07-02";257.25;"Hold"
